,age,job,marital,loan,day,duration,pdays,previous,poutcome,y
3623,33,blue-collar,married,no,16,700,-1,0,unknown,no
3624,50,self-employed,married,no,15,107,148,4,failure,no
3625,51,blue-collar,married,no,18,312,-1,0,unknown,no
3626,34,technician,married,yes,4,153,309,3,other,no
3627,56,services,married,yes,23,55,-1,0,unknown,no
3628,29,services,married,no,13,38,-1,0,unknown,no
3629,31,blue-collar,married,no,14,96,-1,0,unknown,no
3630,44,technician,divorced,no,23,397,-1,0,unknown,no
3631,55,retired,married,yes,30,208,-1,0,unknown,no
3632,35,student,single,no,28,122,-1,0,unknown,no
3633,36,technician,married,yes,29,109,246,1,failure,no
3634,54,retired,married,yes,26,74,-1,0,unknown,no
3635,32,management,married,no,22,72,-1,0,unknown,no
3636,36,management,divorced,no,5,383,-1,0,unknown,no
3637,60,retired,married,no,12,113,-1,0,unknown,no
3638,32,technician,single,yes,4,400,-1,0,unknown,no
3639,57,management,married,no,19,387,-1,0,unknown,no
3640,34,blue-collar,married,no,18,59,-1,0,unknown,no
3641,27,student,single,no,13,528,358,2,failure,no
3642,52,management,single,no,26,1223,-1,0,unknown,yes
3643,45,admin.,divorced,no,30,38,-1,0,unknown,no
3644,58,admin.,single,no,4,1139,114,1,success,no
3645,39,blue-collar,single,no,19,286,-1,0,unknown,no
3646,48,blue-collar,single,yes,3,369,-1,0,unknown,no
3647,36,management,single,no,13,333,-1,0,unknown,no
3648,31,technician,single,no,8,198,-1,0,unknown,no
3649,41,management,married,no,26,106,-1,0,unknown,no
3650,30,self-employed,single,no,22,423,-1,0,unknown,no
3651,57,retired,married,no,12,116,-1,0,unknown,no
3652,29,admin.,single,no,19,30,357,1,other,yes
3653,29,services,divorced,no,13,1101,-1,0,unknown,yes
3654,30,management,single,no,16,102,85,1,failure,no
3655,44,management,married,no,6,384,-1,0,unknown,no
3656,33,student,single,no,4,156,127,8,failure,no
3657,56,admin.,divorced,no,17,99,-1,0,unknown,no
3658,26,services,single,no,18,280,92,5,other,yes
3659,52,technician,married,no,29,20,-1,0,unknown,no
3660,32,management,single,no,2,258,-1,0,unknown,no
3661,36,technician,single,no,29,85,-1,0,unknown,no
3662,26,blue-collar,married,no,4,355,-1,0,unknown,no
3663,37,blue-collar,married,no,5,66,-1,0,unknown,no
3664,34,technician,married,no,18,467,-1,0,unknown,no
3665,26,services,single,no,7,582,283,4,failure,no
3666,32,services,married,no,15,744,-1,0,unknown,yes
3667,30,management,single,no,30,185,-1,0,unknown,no
3668,27,technician,single,no,12,13,-1,0,unknown,no
3669,42,admin.,single,no,4,98,266,3,failure,no
3670,33,blue-collar,single,no,9,127,-1,0,unknown,no
3671,37,blue-collar,married,no,3,45,-1,0,unknown,no
3672,45,blue-collar,married,no,29,244,-1,0,unknown,no
3673,36,entrepreneur,married,no,16,2769,-1,0,unknown,yes
3674,39,management,single,no,12,561,369,3,failure,no
3675,33,management,single,no,22,182,-1,0,unknown,no
3676,47,services,married,no,22,618,-1,0,unknown,no
3677,49,entrepreneur,married,yes,6,198,-1,0,unknown,no
3678,46,management,divorced,no,19,126,-1,0,unknown,no
3679,31,services,married,yes,16,715,-1,0,unknown,no
3680,43,unemployed,divorced,no,21,63,-1,0,unknown,no
3681,30,blue-collar,single,no,21,412,-1,0,unknown,yes
3682,43,management,divorced,no,13,66,363,22,failure,no
3683,42,blue-collar,married,no,17,96,-1,0,unknown,no
3684,30,admin.,single,no,30,633,85,2,success,yes
3685,33,management,single,no,5,364,-1,0,unknown,no
3686,41,admin.,married,no,30,298,-1,0,unknown,no
3687,29,blue-collar,single,no,17,341,-1,0,unknown,no
3688,38,unemployed,married,no,26,364,-1,0,unknown,no
3689,29,technician,married,no,12,234,330,1,failure,no
3690,80,housemaid,married,no,23,639,189,1,failure,yes
3691,38,management,single,no,8,310,-1,0,unknown,no
3692,36,blue-collar,divorced,no,2,123,-1,0,unknown,no
3693,38,self-employed,married,no,2,253,-1,0,unknown,no
3694,44,management,married,no,11,96,-1,0,unknown,no
3695,31,management,married,no,30,297,86,3,success,yes
3696,31,services,single,yes,26,501,-1,0,unknown,no
3697,57,admin.,divorced,no,15,67,368,2,failure,no
3698,37,blue-collar,married,no,21,281,-1,0,unknown,no
3699,50,blue-collar,married,yes,5,475,-1,0,unknown,no
3700,60,retired,married,no,6,205,-1,0,unknown,no
3701,51,management,married,no,8,272,102,8,other,no
3702,48,blue-collar,married,no,15,349,-1,0,unknown,no
3703,42,blue-collar,married,no,3,216,271,5,failure,no
3704,36,blue-collar,married,no,9,183,-1,0,unknown,no
3705,43,management,married,no,8,130,172,2,other,no
3706,31,admin.,married,yes,4,61,-1,0,unknown,no
3707,49,technician,single,no,6,92,-1,0,unknown,no
3708,35,management,divorced,yes,5,37,-1,0,unknown,no
3709,44,entrepreneur,married,no,19,354,-1,0,unknown,no
3710,34,self-employed,married,no,4,203,78,8,other,no
3711,46,blue-collar,married,no,13,152,-1,0,unknown,no
3712,49,blue-collar,married,no,2,41,-1,0,unknown,no
3713,32,blue-collar,married,no,4,20,-1,0,unknown,no
3714,35,management,divorced,no,11,277,271,2,success,no
3715,51,admin.,married,no,17,83,-1,0,unknown,no
3716,57,retired,divorced,no,6,531,-1,0,unknown,no
3717,59,management,married,no,28,91,-1,0,unknown,no
3718,40,services,divorced,no,5,315,-1,0,unknown,no
3719,49,management,single,no,28,70,-1,0,unknown,no
3720,51,management,married,no,9,384,-1,0,unknown,no
3721,35,admin.,married,yes,4,105,-1,0,unknown,no
3722,29,self-employed,married,no,27,305,-1,0,unknown,no
3723,32,services,single,no,25,158,-1,0,unknown,yes
3724,37,housemaid,divorced,no,13,199,173,2,failure,no
3725,49,unemployed,married,no,27,25,-1,0,unknown,no
3726,45,technician,married,no,27,147,-1,0,unknown,no
3727,34,technician,single,no,29,538,-1,0,unknown,no
3728,53,technician,married,no,22,77,-1,0,unknown,no
3729,42,entrepreneur,married,no,20,94,-1,0,unknown,no
3730,43,technician,married,no,13,1721,-1,0,unknown,yes
3731,52,retired,married,no,19,143,154,3,failure,no
3732,34,blue-collar,single,yes,20,104,-1,0,unknown,no
3733,34,technician,divorced,no,7,587,-1,0,unknown,yes
3734,27,services,married,no,22,1608,-1,0,unknown,yes
3735,43,unemployed,married,no,9,48,-1,0,unknown,no
3736,41,technician,married,no,9,74,-1,0,unknown,no
3737,72,retired,married,no,12,427,-1,0,unknown,no
3738,35,blue-collar,married,no,14,73,-1,0,unknown,no
3739,41,management,married,no,3,14,-1,0,unknown,no
3740,36,blue-collar,divorced,no,12,725,-1,0,unknown,yes
3741,51,housemaid,married,no,14,333,-1,0,unknown,no
3742,37,self-employed,married,no,13,244,-1,0,unknown,no
3743,42,admin.,single,yes,21,519,166,1,other,yes
3744,26,admin.,single,no,22,242,-1,0,unknown,no
3745,23,services,single,no,18,222,-1,0,unknown,no
3746,50,management,married,no,19,130,160,1,failure,no
3747,37,blue-collar,married,yes,7,490,-1,0,unknown,no
3748,35,management,married,no,20,258,-1,0,unknown,no
3749,37,management,married,no,29,337,-1,0,unknown,no
3750,79,retired,divorced,no,8,220,450,2,failure,no
3751,39,technician,married,no,24,79,94,2,success,no
3752,47,services,married,no,9,250,-1,0,unknown,no
3753,44,blue-collar,married,no,2,130,-1,0,unknown,no
3754,36,management,single,no,18,882,-1,0,unknown,yes
3755,33,blue-collar,single,yes,17,515,150,1,other,no
3756,42,services,married,no,5,238,340,2,failure,no
3757,35,technician,single,no,28,32,-1,0,unknown,no
3758,31,blue-collar,married,no,13,907,-1,0,unknown,no
3759,58,services,married,no,27,162,-1,0,unknown,no
3760,46,management,married,no,7,70,-1,0,unknown,no
3761,41,admin.,single,no,4,99,-1,0,unknown,no
3762,58,technician,married,no,13,325,-1,0,unknown,no
3763,33,blue-collar,married,yes,18,305,-1,0,unknown,no
3764,31,unemployed,married,no,19,631,-1,0,unknown,no
3765,55,technician,divorced,no,10,169,183,1,failure,yes
3766,38,technician,single,no,28,61,-1,0,unknown,no
3767,55,housemaid,married,no,22,256,-1,0,unknown,no
3768,47,management,single,no,11,58,-1,0,unknown,no
3769,51,housemaid,married,no,20,142,-1,0,unknown,no
3770,46,management,single,no,4,36,90,2,other,no
3771,61,management,married,no,10,106,-1,0,unknown,yes
3772,47,management,single,no,21,71,-1,0,unknown,no
3773,34,technician,married,no,25,132,-1,0,unknown,no
3774,34,blue-collar,married,no,20,120,-1,0,unknown,no
3775,41,management,divorced,no,14,181,500,1,failure,no
3776,36,blue-collar,divorced,no,5,152,-1,0,unknown,no
3777,26,blue-collar,single,no,28,302,-1,0,unknown,no
3778,35,management,married,no,23,93,-1,0,unknown,yes
3779,36,blue-collar,married,no,17,235,-1,0,unknown,no
3780,26,management,single,no,15,129,-1,0,unknown,yes
3781,58,management,married,no,11,94,-1,0,unknown,no
3782,50,blue-collar,married,no,7,310,-1,0,unknown,no
3783,61,retired,married,no,15,195,-1,0,unknown,no
3784,28,technician,single,no,21,196,-1,0,unknown,no
3785,49,blue-collar,single,no,15,93,-1,0,unknown,no
3786,74,retired,married,no,17,394,-1,0,unknown,yes
3787,53,blue-collar,married,no,3,288,-1,0,unknown,no
3788,46,self-employed,married,no,31,208,-1,0,unknown,no
3789,47,management,married,no,27,508,-1,0,unknown,yes
3790,42,blue-collar,single,no,30,86,-1,0,unknown,no
3791,56,services,married,no,21,189,-1,0,unknown,no
3792,42,technician,married,no,29,249,-1,0,unknown,no
3793,49,housemaid,married,no,21,450,-1,0,unknown,no
3794,43,unemployed,single,no,22,680,95,1,failure,no
3795,39,services,married,no,20,175,-1,0,unknown,no
3796,66,retired,married,no,9,479,-1,0,unknown,yes
3797,30,technician,single,no,5,270,241,4,other,no
3798,38,management,single,no,24,164,-1,0,unknown,no
3799,31,blue-collar,married,no,20,158,182,1,success,no
3800,32,technician,married,no,8,50,-1,0,unknown,no
3801,48,technician,married,no,6,80,-1,0,unknown,no
3802,34,admin.,married,no,6,45,-1,0,unknown,no
3803,28,student,single,no,29,220,-1,0,unknown,no
3804,40,admin.,single,no,18,161,-1,0,unknown,no
3805,36,entrepreneur,married,no,20,98,-1,0,unknown,no
3806,52,retired,married,yes,9,79,-1,0,unknown,no
3807,46,admin.,married,yes,6,157,-1,0,unknown,no
3808,25,technician,single,no,21,339,-1,0,unknown,no
3809,52,blue-collar,married,no,13,274,-1,0,unknown,no
3810,40,blue-collar,married,no,14,977,-1,0,unknown,no
3811,26,management,divorced,yes,12,127,-1,0,unknown,no
3812,26,blue-collar,single,no,4,329,-1,0,unknown,no
3813,35,self-employed,single,no,21,1441,-1,0,unknown,no
3814,40,admin.,single,no,6,231,-1,0,unknown,no
3815,31,management,married,no,13,96,349,5,failure,no
3816,32,admin.,married,no,18,213,178,1,failure,no
3817,33,admin.,married,no,30,335,-1,0,unknown,yes
3818,53,services,divorced,no,14,959,174,7,other,yes
3819,46,technician,divorced,no,7,429,-1,0,unknown,yes
3820,28,management,single,no,28,383,-1,0,unknown,no
3821,31,blue-collar,married,no,2,40,-1,0,unknown,no
3822,44,blue-collar,married,no,7,110,-1,0,unknown,no
3823,35,admin.,married,no,7,326,-1,0,unknown,no
3824,50,technician,divorced,no,28,179,-1,0,unknown,no
3825,32,technician,married,yes,25,132,-1,0,unknown,no
3826,51,admin.,married,yes,16,95,-1,0,unknown,no
3827,51,management,married,yes,14,248,-1,0,unknown,no
3828,31,blue-collar,married,no,3,100,201,2,failure,no
3829,41,admin.,divorced,no,28,226,-1,0,unknown,no
3830,57,technician,married,yes,20,174,-1,0,unknown,no
3831,34,management,single,no,20,29,152,1,failure,no
3832,47,technician,married,no,28,176,-1,0,unknown,no
3833,47,admin.,divorced,no,11,106,-1,0,unknown,no
3834,36,self-employed,married,no,19,136,120,1,failure,no
3835,29,housemaid,single,no,5,110,64,2,success,yes
3836,39,technician,married,no,11,230,-1,0,unknown,no
3837,53,blue-collar,single,no,12,140,-1,0,unknown,no
3838,47,blue-collar,married,no,26,118,-1,0,unknown,no
3839,51,technician,divorced,yes,18,151,-1,0,unknown,no
3840,48,blue-collar,married,no,9,693,-1,0,unknown,no
3841,32,technician,married,no,13,31,-1,0,unknown,no
3842,36,management,divorced,no,26,125,-1,0,unknown,no
3844,39,admin.,married,no,12,454,364,3,failure,yes
3845,31,blue-collar,married,yes,23,159,-1,0,unknown,no
3846,49,admin.,married,no,5,504,-1,0,unknown,no
3847,33,unemployed,divorced,no,27,29,-1,0,unknown,no
3848,26,management,single,no,1,190,84,1,failure,no
3849,27,blue-collar,married,no,14,332,-1,0,unknown,no
3850,51,blue-collar,married,no,3,143,272,1,failure,no
3851,26,admin.,single,no,30,77,2,2,other,no
3852,45,admin.,married,no,31,517,-1,0,unknown,no
3853,54,technician,married,yes,10,2029,-1,0,unknown,yes
3854,49,technician,married,no,25,269,-1,0,unknown,no
3855,47,technician,married,no,14,457,-1,0,unknown,no
3856,42,housemaid,married,yes,7,184,-1,0,unknown,no
3857,50,entrepreneur,married,no,18,47,-1,0,unknown,no
3858,37,admin.,married,no,28,158,-1,0,unknown,no
3859,54,blue-collar,married,no,21,168,-1,0,unknown,no
3860,40,services,married,no,11,50,-1,0,unknown,no
3861,50,services,married,yes,14,757,-1,0,unknown,no
3862,57,retired,married,yes,25,93,-1,0,unknown,no
3863,33,technician,married,no,11,285,-1,0,unknown,no
3864,49,technician,married,no,20,390,-1,0,unknown,no
3865,35,services,married,no,18,146,-1,0,unknown,no
3866,28,blue-collar,single,no,28,386,-1,0,unknown,no
3867,58,management,married,no,19,145,-1,0,unknown,no
3868,31,admin.,single,yes,7,230,-1,0,unknown,no
3869,36,management,divorced,no,16,237,91,1,failure,no
3870,49,blue-collar,single,no,8,474,-1,0,unknown,no
3871,30,unemployed,married,no,20,350,-1,0,unknown,no
3872,29,services,single,no,28,487,-1,0,unknown,no
3873,50,management,married,no,5,1009,-1,0,unknown,no
3874,26,student,single,no,5,87,91,2,success,yes
3875,27,housemaid,married,yes,23,82,-1,0,unknown,no
3876,32,blue-collar,single,no,18,183,-1,0,unknown,no
3878,34,blue-collar,single,no,3,115,-1,0,unknown,no
3879,25,admin.,single,no,8,124,-1,0,unknown,no
3880,34,management,single,no,3,633,-1,0,unknown,no
3881,44,technician,single,no,20,718,-1,0,unknown,yes
3882,38,management,married,no,2,63,-1,0,unknown,no
3883,57,admin.,married,no,14,180,106,2,failure,no
3884,36,self-employed,married,no,25,47,120,1,failure,no
3885,41,entrepreneur,married,no,9,391,-1,0,unknown,no
3886,36,management,single,yes,4,85,-1,0,unknown,no
3887,27,management,single,no,15,373,-1,0,unknown,no
3888,37,technician,divorced,no,20,289,-1,0,unknown,no
3889,47,management,single,no,10,805,190,1,other,yes
3890,31,services,divorced,no,7,623,293,1,success,yes
3891,39,self-employed,married,no,17,483,-1,0,unknown,no
3892,35,admin.,divorced,no,9,26,-1,0,unknown,no
3893,40,blue-collar,married,no,7,112,-1,0,unknown,no
3894,38,management,single,no,17,213,-1,0,unknown,no
3895,31,technician,married,no,20,129,-1,0,unknown,no
3896,36,blue-collar,married,no,15,330,311,4,success,yes
3897,53,management,married,no,9,104,-1,0,unknown,no
3898,59,blue-collar,married,no,29,184,-1,0,unknown,no
3899,29,management,single,no,21,120,-1,0,unknown,no
3900,30,admin.,single,no,3,159,-1,0,unknown,no
3901,52,admin.,married,no,15,391,-1,0,unknown,no
3902,55,blue-collar,married,no,12,112,-1,0,unknown,no
3903,56,blue-collar,married,no,9,76,-1,0,unknown,no
3904,32,admin.,married,no,21,189,-1,0,unknown,no
3905,24,blue-collar,married,no,28,94,-1,0,unknown,no
3906,51,blue-collar,married,no,29,184,-1,0,unknown,no
3907,36,management,married,no,7,100,-1,0,unknown,no
3908,36,technician,married,no,28,57,-1,0,unknown,no
3909,42,management,married,no,17,525,-1,0,unknown,yes
3910,49,admin.,married,no,21,60,-1,0,unknown,no
3911,48,management,married,no,26,251,-1,0,unknown,no
3912,36,management,married,no,30,251,-1,0,unknown,no
3913,48,management,married,no,26,219,-1,0,unknown,no
3914,30,technician,married,no,27,976,-1,0,unknown,yes
3915,27,management,single,yes,8,46,-1,0,unknown,no
3916,38,entrepreneur,married,no,18,185,-1,0,unknown,no
3917,36,technician,single,no,12,587,-1,0,unknown,yes
3918,45,technician,married,no,29,65,-1,0,unknown,no
3919,44,housemaid,married,no,17,491,-1,0,unknown,no
3920,42,technician,married,no,11,432,-1,0,unknown,no
3921,37,entrepreneur,married,no,21,102,-1,0,unknown,no
3922,48,blue-collar,married,no,17,264,317,1,failure,no
3923,57,retired,married,no,4,75,190,6,failure,no
3924,44,services,married,yes,20,106,-1,0,unknown,no
3925,48,technician,married,yes,17,81,-1,0,unknown,no
3926,56,retired,married,no,27,89,-1,0,unknown,no
3927,37,management,married,no,6,95,-1,0,unknown,no
3928,47,blue-collar,married,no,15,322,-1,0,unknown,no
3929,54,housemaid,married,no,14,94,145,3,other,no
3930,51,retired,divorced,no,12,417,365,9,other,yes
3931,47,admin.,married,no,18,567,95,3,success,yes
3932,25,management,married,yes,18,600,332,4,other,yes
3933,39,services,single,no,15,5,-1,0,unknown,no
3934,40,management,married,no,14,464,-1,0,unknown,no
3935,38,management,single,no,1,222,-1,0,unknown,no
3936,34,management,married,no,13,469,-1,0,unknown,yes
3937,53,housemaid,married,no,15,99,-1,0,unknown,no
3938,32,services,married,no,14,297,-1,0,unknown,no
3939,35,blue-collar,married,no,20,41,-1,0,unknown,no
3940,24,student,single,no,9,390,-1,0,unknown,no
3941,58,blue-collar,married,no,29,535,-1,0,unknown,no
3942,49,management,married,no,11,269,-1,0,unknown,yes
3943,45,services,single,no,20,1010,326,1,other,no
3944,55,management,married,no,8,73,-1,0,unknown,no
3945,42,entrepreneur,married,yes,7,650,-1,0,unknown,no
3946,28,admin.,married,no,4,53,-1,0,unknown,no
3947,48,blue-collar,married,yes,4,270,-1,0,unknown,no
3948,51,management,single,no,18,119,-1,0,unknown,no
3949,38,housemaid,married,no,26,634,-1,0,unknown,no
3950,27,blue-collar,single,no,14,72,-1,0,unknown,no
3951,50,technician,single,no,17,270,123,2,failure,no
3952,44,blue-collar,married,no,12,165,363,1,failure,no
3953,40,management,married,no,19,164,-1,0,unknown,no
3954,29,services,single,no,18,196,-1,0,unknown,no
3955,34,services,married,no,14,78,-1,0,unknown,no
3956,44,self-employed,single,no,12,897,-1,0,unknown,yes
3957,50,entrepreneur,married,no,31,22,-1,0,unknown,no
3958,34,management,married,no,21,161,-1,0,unknown,no
3959,54,retired,divorced,no,20,23,-1,0,unknown,no
3960,34,technician,married,no,11,490,-1,0,unknown,no
3961,34,admin.,single,yes,30,359,-1,0,unknown,yes
3962,52,blue-collar,married,no,29,213,-1,0,unknown,no
3964,39,management,single,no,29,587,-1,0,unknown,no
3965,58,retired,married,no,11,199,-1,0,unknown,no
3966,41,technician,divorced,no,20,261,-1,0,unknown,no
3967,48,technician,married,no,31,5,-1,0,unknown,no
3968,58,management,married,no,17,1531,-1,0,unknown,no
3969,40,self-employed,married,no,13,92,-1,0,unknown,no
3970,48,management,married,yes,6,179,-1,0,unknown,no
3971,52,blue-collar,divorced,no,15,41,-1,0,unknown,no
3972,50,self-employed,married,yes,29,197,244,3,failure,no
3973,25,technician,single,no,9,144,-1,0,unknown,no
3974,54,retired,married,no,12,255,-1,0,unknown,no
3975,34,services,married,no,8,56,-1,0,unknown,no
3976,48,management,married,no,15,20,291,2,other,no
3977,37,admin.,married,no,11,331,-1,0,unknown,no
3978,66,retired,married,no,28,216,91,4,success,yes
3979,32,management,single,no,8,64,-1,0,unknown,no
3980,45,blue-collar,married,yes,3,34,-1,0,unknown,no
3981,43,blue-collar,single,no,12,68,363,1,failure,no
3982,41,management,married,no,7,764,-1,0,unknown,no
3983,40,technician,divorced,no,17,64,-1,0,unknown,no
3984,44,services,single,no,8,257,-1,0,unknown,no
3985,43,blue-collar,married,no,12,58,347,5,failure,no
3987,32,services,married,no,8,529,-1,0,unknown,no
3988,57,admin.,married,no,15,8,-1,0,unknown,no
3989,31,blue-collar,single,yes,19,147,-1,0,unknown,no
3991,31,admin.,single,no,21,132,-1,0,unknown,no
3992,41,admin.,married,no,16,286,-1,0,unknown,no
3993,44,management,married,no,18,476,-1,0,unknown,no
3994,54,entrepreneur,married,no,19,221,-1,0,unknown,no
3995,37,blue-collar,divorced,no,21,146,-1,0,unknown,yes
3996,34,management,married,no,27,532,-1,0,unknown,no
3997,43,technician,married,no,25,69,-1,0,unknown,no
3998,44,management,married,no,17,157,172,1,failure,no
3999,44,services,married,no,25,485,-1,0,unknown,no
4000,53,admin.,divorced,no,7,56,359,1,failure,no
4001,36,technician,married,no,31,69,-1,0,unknown,no
4002,58,technician,divorced,no,5,131,-1,0,unknown,no
4003,26,student,single,no,4,95,-1,0,unknown,no
4004,34,technician,single,no,19,294,-1,0,unknown,no
4005,55,blue-collar,married,no,6,146,272,2,failure,no
4006,55,blue-collar,married,no,30,58,-1,0,unknown,no
4007,34,entrepreneur,married,no,28,249,-1,0,unknown,no
4008,41,entrepreneur,divorced,yes,20,10,-1,0,unknown,no
4009,38,housemaid,divorced,no,27,255,148,1,success,yes
4010,28,blue-collar,single,no,3,337,-1,0,unknown,no
4011,41,technician,married,no,2,142,-1,0,unknown,no
4012,30,admin.,married,no,24,209,-1,0,unknown,no
4013,39,technician,married,no,30,825,-1,0,unknown,no
4014,41,admin.,married,no,5,87,-1,0,unknown,no
4015,36,technician,married,no,23,219,-1,0,unknown,no
4016,37,management,married,yes,21,143,-1,0,unknown,no
4017,59,self-employed,married,yes,9,70,-1,0,unknown,no
4018,26,technician,single,no,27,371,-1,0,unknown,no
4019,43,technician,married,yes,4,539,204,5,failure,no
4020,42,management,married,no,5,176,-1,0,unknown,no
4021,46,blue-collar,married,no,5,725,-1,0,unknown,yes
4022,31,admin.,married,yes,16,101,-1,0,unknown,no
4023,43,unemployed,married,no,5,169,-1,0,unknown,no
4024,48,blue-collar,single,no,4,15,-1,0,unknown,no
4025,41,blue-collar,married,no,20,234,-1,0,unknown,no
4026,32,self-employed,married,no,22,171,-1,0,unknown,no
4027,45,technician,married,no,28,14,-1,0,unknown,no
4028,52,admin.,single,no,24,242,-1,0,unknown,yes
4029,37,self-employed,married,yes,27,155,-1,0,unknown,no
4030,38,blue-collar,divorced,no,11,580,173,1,failure,no
4031,36,services,single,no,7,223,-1,0,unknown,no
4032,58,retired,married,no,18,297,-1,0,unknown,no
4033,37,management,married,no,8,124,-1,0,unknown,no
4034,30,technician,single,no,2,465,-1,0,unknown,no
4035,47,technician,married,no,10,330,-1,0,unknown,no
4036,40,technician,married,no,20,153,183,2,failure,no
4037,42,management,divorced,no,19,131,-1,0,unknown,no
4039,54,blue-collar,married,yes,5,98,-1,0,unknown,no
4040,53,entrepreneur,married,no,10,230,-1,0,unknown,yes
4041,33,blue-collar,divorced,no,22,400,-1,0,unknown,no
4042,30,technician,single,no,30,284,339,1,failure,no
4043,39,services,divorced,no,17,243,-1,0,unknown,no
4044,32,blue-collar,married,no,15,16,309,1,failure,no
4045,34,technician,single,no,7,274,-1,0,unknown,no
4046,39,self-employed,single,no,30,122,-1,0,unknown,no
4047,75,retired,married,no,15,219,-1,0,unknown,no
4048,33,admin.,divorced,yes,16,301,-1,0,unknown,no
4049,40,services,married,no,21,7,185,1,failure,no
4050,37,technician,married,no,19,374,-1,0,unknown,no
4051,69,retired,married,no,12,26,-1,0,unknown,no
4052,52,unemployed,married,no,28,172,-1,0,unknown,no
4053,31,admin.,divorced,no,15,332,297,2,other,no
4054,28,technician,single,no,22,253,107,5,failure,no
4055,29,management,single,no,16,200,159,3,other,no
4056,46,services,married,no,19,405,-1,0,unknown,no
4057,28,blue-collar,married,yes,27,132,-1,0,unknown,no
4058,41,admin.,married,no,20,89,-1,0,unknown,no
4059,42,technician,divorced,yes,5,86,-1,0,unknown,no
4060,34,admin.,single,no,7,147,-1,0,unknown,no
4061,28,blue-collar,married,no,6,369,-1,0,unknown,yes
4062,43,management,single,no,27,64,-1,0,unknown,no
4063,32,technician,married,no,26,98,-1,0,unknown,no
4064,33,technician,single,no,29,66,-1,0,unknown,no
4065,70,retired,married,no,27,149,182,1,failure,no
4066,36,services,married,no,26,240,107,4,failure,no
4067,53,technician,married,no,26,87,-1,0,unknown,no
4068,30,blue-collar,single,no,21,816,-1,0,unknown,no
4069,45,services,divorced,no,3,155,-1,0,unknown,no
4070,31,services,single,no,20,106,183,2,failure,no
4071,28,admin.,married,no,30,73,256,3,other,no
4072,45,blue-collar,married,no,23,574,-1,0,unknown,no
4073,51,management,married,yes,1,8,687,2,failure,no
4074,53,management,married,no,20,14,-1,0,unknown,no
4075,40,technician,married,no,16,731,-1,0,unknown,no
4076,53,blue-collar,married,no,7,208,140,1,failure,no
4077,31,blue-collar,divorced,no,29,821,-1,0,unknown,no
4078,30,management,married,no,21,137,-1,0,unknown,no
4079,53,entrepreneur,married,no,9,101,-1,0,unknown,no
4080,40,blue-collar,married,no,14,173,353,23,failure,no
4081,26,management,single,no,6,582,-1,0,unknown,no
4082,47,blue-collar,married,no,21,676,-1,0,unknown,no
4083,51,management,married,no,16,384,182,5,failure,no
4084,45,unemployed,married,yes,27,62,-1,0,unknown,no
4085,35,management,married,no,21,295,-1,0,unknown,no
4086,36,management,single,no,23,241,-1,0,unknown,no
4087,57,admin.,married,no,8,132,-1,0,unknown,no
4088,42,blue-collar,married,no,31,175,-1,0,unknown,no
4089,32,blue-collar,married,no,16,648,272,1,other,yes
4090,30,management,married,no,29,251,-1,0,unknown,yes
4091,36,technician,married,no,14,184,-1,0,unknown,no
4092,43,technician,married,no,14,119,-1,0,unknown,no
4093,69,retired,single,no,29,417,184,4,success,yes
4094,31,technician,single,no,15,95,-1,0,unknown,no
4095,35,technician,married,no,14,125,-1,0,unknown,no
4096,26,entrepreneur,married,yes,6,207,363,2,failure,no
4097,46,technician,married,yes,21,162,-1,0,unknown,no
4098,30,technician,married,no,18,176,-1,0,unknown,no
4099,33,management,single,no,22,107,-1,0,unknown,no
4100,34,management,married,no,17,28,345,1,failure,no
4101,48,blue-collar,married,no,15,1231,-1,0,unknown,no
4102,31,management,married,no,20,200,-1,0,unknown,no
4103,46,management,divorced,no,26,103,-1,0,unknown,no
4104,40,services,married,no,11,150,-1,0,unknown,no
4105,39,entrepreneur,married,no,21,108,-1,0,unknown,no
4106,33,technician,single,yes,4,124,273,1,other,no
4107,50,blue-collar,married,no,29,309,224,1,other,no
4108,84,retired,divorced,no,18,353,-1,0,unknown,yes
4109,40,blue-collar,married,yes,21,742,-1,0,unknown,no
4110,55,management,married,no,4,200,-1,0,unknown,no
4111,40,services,divorced,no,30,177,-1,0,unknown,no
4112,46,admin.,married,no,4,151,-1,0,unknown,no
4113,43,self-employed,single,no,19,147,-1,0,unknown,no
4114,34,blue-collar,married,no,29,193,-1,0,unknown,no
4115,35,technician,single,no,22,112,-1,0,unknown,no
4116,57,retired,married,no,19,108,-1,0,unknown,no
4117,25,student,single,no,22,107,-1,0,unknown,yes
4118,32,self-employed,married,no,6,106,-1,0,unknown,no
4119,52,retired,single,no,12,463,-1,0,unknown,no
4120,31,self-employed,single,no,20,131,-1,0,unknown,no
4121,34,management,married,no,30,140,-1,0,unknown,no
4122,42,technician,divorced,no,19,163,-1,0,unknown,no
4123,47,blue-collar,divorced,no,3,2456,-1,0,unknown,yes
4124,50,self-employed,divorced,no,20,76,-1,0,unknown,yes
4125,30,technician,married,yes,16,435,-1,0,unknown,yes
4126,33,services,single,no,7,302,356,3,failure,no
4127,56,technician,single,no,9,306,-1,0,unknown,no
4128,34,admin.,divorced,no,15,259,-1,0,unknown,no
4129,33,technician,married,yes,8,502,-1,0,unknown,no
4130,32,management,single,no,11,72,361,1,other,no
